,0,1
142,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
143,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
144,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
145,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
146,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
147,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
148,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
149,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
150,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
151,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
152,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
153,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
154,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
155,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
156,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
157,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
158,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
159,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
160,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
161,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
162,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
163,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
164,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
165,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
166,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
167,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
168,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
169,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
170,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
171,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
172,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
173,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
174,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
175,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
176,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
177,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
178,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
179,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
180,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
181,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
182,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
183,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
184,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
185,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
186,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
187,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
188,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
189,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
190,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
191,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
192,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
193,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
194,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
195,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
196,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
197,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
198,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
199,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
200,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
201,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
202,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
203,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
204,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
205,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
206,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
207,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
208,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
209,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
210,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
211,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
212,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
213,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
214,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
215,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
216,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
217,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
218,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
219,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
220,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
221,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
222,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
223,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
224,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
225,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
226,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
227,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
228,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
229,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
230,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
231,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
232,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
233,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
234,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
235,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
236,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
237,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
238,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
239,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
240,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
241,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
242,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
243,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
244,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
245,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
246,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
247,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
248,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
249,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
250,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
251,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
252,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
253,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
254,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
255,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
256,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
257,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
258,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
259,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
260,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
261,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
262,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
263,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
264,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
265,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
266,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
267,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
268,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
269,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
270,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
271,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
272,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
273,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
274,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
275,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
276,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
277,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
278,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
279,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
280,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
281,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
282,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
283,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
284,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
285,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
286,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
287,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
288,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
289,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
290,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
291,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
292,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
293,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
294,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
295,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
296,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
297,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
298,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
299,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
300,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
301,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
302,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
303,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
304,[0.46746716 0.20238081 0.09325478 0.23689725],-2925.379408487668
305,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
306,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
307,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
308,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
309,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
310,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
311,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
312,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
313,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
314,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
315,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
316,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
317,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
318,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
319,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
320,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
321,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
322,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
323,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
324,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
325,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
326,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
327,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
328,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
329,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
330,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
331,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
332,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
333,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
334,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
335,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
336,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
337,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
338,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
339,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
340,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
341,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
342,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
343,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
344,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
345,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
346,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
347,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
348,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
349,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
350,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
351,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
352,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
353,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
354,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
355,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
356,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
357,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
358,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
359,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
360,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
361,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
362,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
363,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
364,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
365,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
366,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
367,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
368,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
369,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
370,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
371,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
372,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
373,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
374,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
375,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
376,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
377,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
378,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
379,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
380,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
381,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
382,[0.61360603 0.05607127 0.02349779 0.3068249 ],-2925.157521558029
